id,date_posted,district,okrug,lat,lon,total_area,living_area,kitchen_area,rooms,floor,total_floors,building_year,building_type,ceiling_height,has_balcony,renovation,metro_station,metro_line,metro_distance_min,metro_distance_type,to_center_km,price_rub,price_per_sqm,mortgage_rate_at_listing,seller_type
S000118,2023-08-14,Tyoply Stan,YuZAO,55.63139,37.49918,38.3,21.5,12.1,1,12,22,2011,monolith,2.7,False,euro,Preobrazhenskaya Ploshchad,Sokolnicheskaya,104,transport,15.61,7923000,207000,15.5,agency
S000119,2020-08-14,Biryulyovo Zapadnoye,YuAO,55.56937,37.63346,79.7,54.0,10.8,3,4,17,2003,modern_panel,2.8,False,no_renovation,Perovo,Kalininskaya,83,transport,20.53,5951000,74600,6.75,agency
S000120,2024-10-07,Fili-Davydkovo,ZAO,55.73131,37.46712,35.8,24.2,10.0,1,1,22,2011,modern_panel,2.8,True,euro,Komsomolskaya,Koltsevaya,52,transport,9.94,9992000,279200,23.5,owner
S000121,2022-11-16,Kuntsevo,ZAO,55.7479,37.4448,71.4,44.8,10.2,2,1,5,1942,stalin,3.2,True,no_renovation,Oktyabrskaya,Koltsevaya,51,transport,11.03,15154000,212300,10.0,agency
S000122,2021-04-19,Khoroshyovo-Mnyovniki,SZAO,55.7827,37.47847,51.6,31.0,7.5,1,3,5,1970,khrushchev,2.5,True,euro,Sokol,Zamoskvoretskaya,24,transport,9.46,9896000,191800,11.0,agency
S000123,2020-04-07,Troparyovo-Nikulino,ZAO,55.67933,37.48286,68.5,39.2,7.5,2,5,25,2000,monolith,3.0,True,cosmetic,Park Kultury,Koltsevaya,50,transport,11.98,14286000,208600,6.75,owner
S000124,2024-12-27,Tagansky,CAO,55.70878,37.6717,54.7,37.7,9.5,1,13,25,2003,brick,3.0,True,cosmetic,Proletarskaya,Tagansko-Krasnopresnenskaya,13,walk,5.94,27707000,506900,23.5,owner
S000125,2021-11-27,Ochakovo-Matveyevskoye,ZAO,55.67984,37.44118,50.9,29.5,8.3,1,5,9,1991,brick,2.7,True,euro,Fili,Filyovskaya,30,transport,13.94,11502000,225900,11.0,agency
S000126,2022-09-18,Chertanovo Yuzhnoye,YuAO,55.58889,37.57495,40.2,22.9,16.6,1,6,17,1974,panel,3.0,True,euro,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,5,walk,18.57,7917000,196900,12.0,agency
S000127,2023-05-17,Yuzhnoye Tushino,SZAO,55.83212,37.41185,57.7,31.9,10.8,1,3,9,1966,panel,2.7,True,no_renovation,Prospekt Vernadskogo,Sokolnicheskaya,79,transport,15.69,7134000,123600,10.0,owner
S000128,2022-01-25,Kosino-Ukhtomsky,VAO,55.72555,37.85437,40.8,27.1,12.1,1,3,25,2019,monolith,2.7,False,euro,Perovo,Kalininskaya,28,transport,14.96,6590000,161600,22.5,agency
S000129,2021-12-13,Krylatskoye,SZAO,55.74443,37.39963,80.5,56.3,14.6,4,2,5,1985,panel,2.8,False,euro,Molodyozhnaya,Arbatsko-Pokrovskaya,25,walk,13.88,22298000,276900,11.0,owner
S000130,2026-02-22,Perovo,VAO,55.75332,37.82572,65.5,38.7,11.5,2,5,12,1995,brick,2.7,True,cosmetic,Perovo,Kalininskaya,3,walk,12.82,17372000,265200,19.5,agency
S000131,2021-08-16,Troitsk,TAO,55.47501,37.35167,92.0,63.9,12.0,4,5,5,1981,panel,3.0,True,cosmetic,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,142,transport,35.32,5126000,55700,11.0,agency
S000132,2021-02-21,Ramenki,ZAO,55.71313,37.49061,51.0,30.0,11.3,1,5,5,2006,modern_panel,2.5,True,cosmetic,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,54,transport,9.33,9976000,195500,6.75,agency
S000133,2022-11-18,Krylatskoye,SZAO,55.7534,37.3921,85.1,58.6,15.6,3,3,5,2023,modern_panel,2.7,True,cosmetic,Filyovsky Park,Filyovskaya,26,transport,14.31,22020000,258900,10.0,owner
S000134,2023-09-27,Marfino,SVAO,55.84859,37.60207,82.0,53.1,6.3,2,1,25,1964,khrushchev,2.5,True,cosmetic,Borovitskaya,Serpukhovsko-Timiryazevskaya,50,transport,10.59,9776000,119300,15.5,owner
S000135,2022-06-10,Yasenevo,YuZAO,55.60147,37.52579,48.6,31.3,9.0,1,7,9,1966,khrushchev,2.7,True,designer,Yasenevo,Kaluzhsko-Rizhskaya,4,walk,17.97,13859000,285400,12.0,agency
S000136,2023-05-29,Tverskoy,CAO,55.77103,37.59371,79.2,50.3,11.0,2,22,22,2002,monolith,3.0,True,euro,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,13,walk,2.55,55926000,705900,10.0,agency
S000137,2021-05-14,Ochakovo-Matveyevskoye,ZAO,55.67817,37.46051,82.2,50.4,9.8,3,7,9,1992,brick,2.5,False,euro,Yugo-Zapadnaya,Sokolnicheskaya,16,transport,13.1,18069000,219800,11.0,owner
S000138,2023-11-02,Ochakovo-Matveyevskoye,ZAO,55.67481,37.47198,37.3,20.8,9.4,1,6,17,2007,modern_panel,2.7,True,cosmetic,Prospekt Vernadskogo,Sokolnicheskaya,36,transport,12.82,7953000,213000,15.5,agency
S000139,2020-06-30,Yuzhnoye Tushino,SZAO,55.84658,37.45135,63.4,38.2,13.0,2,1,9,2019,monolith,3.0,True,no_renovation,Molodyozhnaya,Arbatsko-Pokrovskaya,48,transport,14.78,6910000,108900,6.75,owner
S000140,2020-11-03,Klyonovskoye,TAO,55.24504,37.48904,74.9,45.4,13.8,2,3,5,2002,monolith,3.0,True,cosmetic,Vystavochnaya,Filyovskaya,223,transport,57.19,3788000,50600,6.75,owner
S000141,2024-07-30,Basmanny,CAO,55.75948,37.70844,70.6,47.7,8.2,1,5,5,2001,modern_panel,2.7,True,cosmetic,Rimskaya,Lyublinsko-Dmitrovskaya,18,walk,5.52,31186000,441800,18.5,owner
S000142,2021-11-02,Klyonovskoye,TAO,55.26414,37.4381,84.0,54.8,11.8,3,6,12,1971,brick,2.7,True,cosmetic,Kievskaya,Koltsevaya,220,transport,55.66,3569000,42500,11.0,agency
S000143,2020-11-05,Akademichesky,YuZAO,55.69713,37.60063,57.8,33.8,11.7,2,1,5,1958,khrushchev,3.2,True,euro,Sukharevskaya,Kaluzhsko-Rizhskaya,48,transport,6.44,10150000,175700,6.75,agency
S000144,2021-03-31,Golyanovo,VAO,55.8208,37.80383,44.5,25.3,11.4,1,17,17,1968,khrushchev,3.0,False,cosmetic,Preobrazhenskaya Ploshchad,Sokolnicheskaya,30,transport,13.65,4644000,104400,6.75,agency
S000145,2026-03-02,Filimonkovskoye,NAO,55.56062,37.41167,68.8,42.9,14.7,2,9,9,1981,panel,3.0,True,no_renovation,Shchukinskaya,Tagansko-Krasnopresnenskaya,120,transport,25.18,5410000,78600,19.5,agency
S000146,2025-05-09,Ramenki,ZAO,55.70446,37.4687,77.8,51.2,8.7,3,6,9,1960,khrushchev,2.8,True,cosmetic,Komsomolskaya,Koltsevaya,58,transport,11.0,16187000,208000,23.5,agency
S000147,2023-01-17,Veshnyaki,VAO,55.73891,37.80041,61.5,37.5,9.4,2,6,17,1967,khrushchev,2.8,False,euro,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,37,transport,11.36,7886000,128300,10.0,agency
S000148,2023-07-06,Otradnoye,SVAO,55.84267,37.60495,62.6,36.5,6.0,1,15,22,1958,stalin,3.2,True,euro,Perovo,Kalininskaya,72,transport,9.92,14799000,236400,15.5,owner
S000149,2021-01-06,Tagansky,CAO,55.71989,37.6503,94.9,55.5,10.2,4,4,9,2021,modern_panel,2.8,False,no_renovation,Ploshchad Ilyicha,Kalininskaya,14,walk,4.21,29794000,314100,6.75,agency
S000150,2025-08-04,Mikhaylovo-Yartsevskoye,TAO,55.40416,37.22074,57.2,33.3,13.0,2,3,12,1958,khrushchev,3.2,False,cosmetic,Shchukinskaya,Tagansko-Krasnopresnenskaya,191,transport,46.31,2834000,49500,19.5,agency
S000151,2024-04-26,Orekhovo-Borisovo Severnoye,YuAO,55.63394,37.71529,34.7,20.3,6.2,1,3,5,2005,brick,2.7,True,cosmetic,Chkalovskaya,Lyublinsko-Dmitrovskaya,65,transport,14.59,5000000,144200,18.5,agency
S000152,2025-09-16,Tagansky,CAO,55.7388,37.66594,80.3,51.6,13.0,3,9,17,2000,modern_panel,2.8,False,cosmetic,Proletarskaya,Tagansko-Krasnopresnenskaya,12,walk,3.29,39117000,487200,19.5,owner
S000153,2020-11-14,Sokolinaya Gora,VAO,55.79278,37.74996,71.5,41.2,12.9,2,5,9,2006,monolith,2.8,False,cosmetic,Partizanskaya,Arbatsko-Pokrovskaya,17,walk,9.16,12331000,172400,6.75,agency
S000154,2024-04-16,Lomonosovsky,YuZAO,55.69213,37.56985,82.9,53.1,11.7,3,4,5,1959,khrushchev,3.2,True,cosmetic,Tyoply Stan,Kaluzhsko-Rizhskaya,38,transport,7.57,20317000,245200,18.5,agency
S000155,2025-11-17,Lomonosovsky,YuZAO,55.69851,37.5484,93.3,63.0,18.7,4,2,9,1983,panel,2.7,True,cosmetic,Universitet,Sokolnicheskaya,10,walk,7.65,32935000,353000,19.5,owner
S000156,2021-11-13,Shchukino,SZAO,55.80226,37.50337,82.0,50.1,15.6,4,11,25,1964,khrushchev,2.7,False,no_renovation,Rechnoy Vokzal,Zamoskvoretskaya,27,transport,9.1,11345000,138300,11.0,agency
S000157,2025-10-29,Yasenevo,YuZAO,55.62519,37.5544,68.1,40.2,6.0,2,8,9,2013,modern_panel,3.0,False,designer,Yasenevo,Kaluzhsko-Rizhskaya,5,walk,14.9,27650000,405900,19.5,agency
S000158,2022-03-02,Vostochnoye Izmaylovo,VAO,55.81147,37.80216,68.2,38.3,13.2,1,12,22,2015,monolith,2.7,True,cosmetic,Tulskaya,Serpukhovsko-Timiryazevskaya,70,transport,13.02,10792000,158300,22.5,agency
S000159,2021-09-03,Krylatskoye,SZAO,55.77185,37.41916,91.3,61.1,14.1,3,7,22,2004,modern_panel,3.0,True,cosmetic,Prospekt Mira,Koltsevaya,60,transport,12.77,22176000,242900,11.0,owner
S000160,2025-04-26,Yuzhnoye Medvedkovo,SVAO,55.86976,37.63494,66.6,39.1,8.8,2,9,22,1992,panel,2.8,True,euro,Rimskaya,Lyublinsko-Dmitrovskaya,59,transport,12.91,11247000,168800,23.5,agency
S000161,2024-12-16,Gagarinsky,YuZAO,55.70249,37.57262,74.5,49.9,16.3,3,8,9,1950,stalin,3.0,True,euro,Chkalovskaya,Lyublinsko-Dmitrovskaya,37,transport,6.46,30404000,408000,23.5,agency
S000162,2023-02-20,Kosino-Ukhtomsky,VAO,55.73536,37.84918,59.7,33.1,9.0,1,20,22,1968,khrushchev,2.7,False,euro,Nagornaya,Serpukhovsko-Timiryazevskaya,70,transport,14.44,7128000,119500,10.0,agency
S000163,2026-02-24,Strogino,SZAO,55.7909,37.3904,34.8,23.6,7.4,1,7,12,1995,panel,2.8,True,euro,Strogino,Arbatsko-Pokrovskaya,3,walk,14.99,12286000,352900,19.5,owner
S000164,2021-01-04,Troparyovo-Nikulino,ZAO,55.6641,37.43908,79.8,47.5,14.2,3,4,9,1986,brick,2.5,True,euro,Yugo-Zapadnaya,Sokolnicheskaya,14,walk,15.14,22246000,278600,6.75,agency
S000165,2024-12-13,Danilovsky,YuAO,55.72479,37.65518,51.1,31.9,8.9,1,1,9,2018,modern_panel,2.5,False,euro,Tretyakovskaya,Kalininskaya,21,transport,3.89,13787000,269600,23.5,agency
S000166,2023-11-18,Nagorny,YuAO,55.67848,37.61465,71.7,49.6,11.5,2,2,17,2020,modern_panel,2.5,False,euro,Nagornaya,Serpukhovsko-Timiryazevskaya,7,walk,8.4,20615000,287600,15.5,agency
S000167,2021-08-23,Voykovsky,SAO,55.81797,37.53814,58.3,33.0,9.9,1,3,9,1961,khrushchev,2.8,True,designer,Voykovskaya,Zamoskvoretskaya,8,walk,8.8,13718000,235200,11.0,agency
S000168,2020-07-07,Troparyovo-Nikulino,ZAO,55.67023,37.49188,61.8,40.3,10.4,2,15,25,2015,monolith,2.8,True,cosmetic,Prospekt Vernadskogo,Sokolnicheskaya,15,transport,12.32,14337000,232100,6.75,owner
S000169,2025-07-11,Alekseevsky,SVAO,55.81946,37.6355,68.1,37.8,7.0,2,7,9,2014,monolith,3.0,True,euro,Elektrozavodskaya,Arbatsko-Pokrovskaya,27,transport,7.35,20379000,299100,19.5,owner
S000170,2025-04-03,Troparyovo-Nikulino,ZAO,55.66467,37.46265,94.0,58.1,14.4,3,18,22,1963,khrushchev,2.8,True,cosmetic,Troparyovo,Sokolnicheskaya,11,walk,14.02,23687000,251900,23.5,owner
S000171,2021-04-28,Fili-Davydkovo,ZAO,55.72957,37.46271,73.5,41.1,11.2,2,6,9,2009,monolith,3.0,True,euro,Pionerskaya,Filyovskaya,18,walk,10.26,24035000,326900,11.0,agency
S000172,2021-05-11,Filyovsky Park,ZAO,55.72849,37.46958,47.9,27.2,11.7,1,6,17,2005,modern_panel,2.8,True,no_renovation,Oktyabrskaya,Koltsevaya,35,transport,9.88,8771000,183000,11.0,agency
S000173,2020-01-03,Orekhovo-Borisovo Yuzhnoye,YuAO,55.6146,37.75516,38.3,24.2,11.4,1,4,12,1971,panel,3.0,True,no_renovation,Semyonovskaya,Arbatsko-Pokrovskaya,80,transport,17.63,3486000,91000,8.5,owner
S000174,2022-06-24,Kotlovka,YuZAO,55.67896,37.61117,42.0,25.8,9.2,1,25,25,1978,panel,2.7,True,designer,Pechatniki,Lyublinsko-Dmitrovskaya,42,transport,8.35,9194000,218700,12.0,owner
S000175,2023-05-17,Nagatinsky Zaton,YuAO,55.68092,37.68098,72.8,41.7,14.6,2,20,22,1958,khrushchev,3.2,True,no_renovation,Rechnoy Vokzal,Zamoskvoretskaya,95,transport,8.95,9933000,136400,10.0,agency
S000176,2022-03-02,Kuntsevo,ZAO,55.70209,37.4122,69.1,43.8,11.2,2,12,17,2018,monolith,2.5,True,no_renovation,Tretyakovskaya,Kalininskaya,53,transport,14.28,12081000,174900,22.5,owner
S000177,2022-08-24,Filyovsky Park,ZAO,55.75006,37.47931,71.0,49.3,11.0,2,1,9,1989,panel,3.0,True,cosmetic,Molodyozhnaya,Arbatsko-Pokrovskaya,23,transport,8.86,15353000,216200,12.0,agency
S000178,2025-10-07,Filimonkovskoye,NAO,55.57571,37.38336,65.6,41.4,13.0,2,1,9,2024,monolith,2.7,True,no_renovation,Universitet,Sokolnicheskaya,73,transport,24.79,5867000,89400,19.5,agency
S000179,2024-07-12,Bibirevo,SVAO,55.86972,37.5904,62.1,36.8,17.4,3,4,17,1954,brick,2.5,True,no_renovation,Trubnaya,Lyublinsko-Dmitrovskaya,54,transport,13.02,9729000,156600,18.5,agency
S000180,2020-04-24,Severny,SVAO,55.92299,37.60457,59.0,41.1,13.9,2,11,22,1946,stalin,3.0,True,euro,VDNKh,Kaluzhsko-Rizhskaya,59,transport,18.83,7253000,122900,6.75,agency
S000181,2023-02-02,Filyovsky Park,ZAO,55.73278,37.49056,68.4,44.9,13.9,2,4,5,1976,brick,2.7,True,cosmetic,Dostoevskaya,Lyublinsko-Dmitrovskaya,40,transport,8.48,17924000,262100,10.0,agency
S000182,2023-10-24,Arbat,CAO,55.75136,37.59305,67.4,37.7,11.1,2,2,9,1972,khrushchev,2.8,True,no_renovation,Filyovsky Park,Filyovskaya,34,transport,1.76,23862000,353800,15.5,agency
S000183,2021-05-01,Krylatskoye,SZAO,55.77407,37.41779,64.0,44.0,16.7,2,22,22,1990,panel,2.8,True,cosmetic,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,53,transport,12.9,12076000,188700,11.0,agency
S000184,2022-10-18,Strogino,SZAO,55.81125,37.43839,49.5,30.0,8.3,1,8,12,1960,khrushchev,2.7,True,designer,Strogino,Arbatsko-Pokrovskaya,3,walk,13.07,17303000,349400,10.0,agency
S000185,2020-07-21,Sosenskoye,NAO,55.56154,37.39019,55.9,31.7,8.6,1,14,22,1966,khrushchev,2.7,True,cosmetic,Yasenevo,Kaluzhsko-Rizhskaya,39,transport,25.82,4252000,76000,6.75,owner
S000186,2020-07-12,Ostankinsky,SVAO,55.82984,37.6285,65.1,45.1,7.6,2,18,25,1953,stalin,3.2,True,no_renovation,VDNKh,Kaluzhsko-Rizhskaya,13,walk,8.46,12629000,194000,6.75,agency
S000187,2022-11-08,Arbat,CAO,55.74079,37.57734,57.9,37.7,11.5,2,6,9,1959,brick,2.7,True,no_renovation,Arbatskaya (F),Filyovskaya,10,walk,3.09,28176000,486800,10.0,agency
S000188,2021-06-24,Kuntsevo,ZAO,55.75392,37.42078,47.5,31.2,10.0,1,20,22,1967,panel,2.7,True,no_renovation,Trubnaya,Lyublinsko-Dmitrovskaya,57,transport,12.52,7318000,154200,11.0,agency
S000189,2024-07-02,Khamovniki,CAO,55.72735,37.59231,73.1,40.2,8.2,3,8,9,1968,panel,2.7,True,no_renovation,Shabolovskaya,Kaluzhsko-Rizhskaya,27,walk,3.45,33295000,455200,18.5,agency
S000190,2020-05-29,Troitsk,TAO,55.48837,37.32195,43.7,24.6,6.7,1,18,25,1960,khrushchev,3.2,True,no_renovation,Aleksandrovsky Sad,Filyovskaya,150,transport,34.98,1827000,41800,6.75,agency
S000191,2021-08-17,Fili-Davydkovo,ZAO,55.72911,37.44952,58.5,32.7,14.0,2,3,17,1991,panel,2.7,True,no_renovation,Slavyansky Bulvar,Arbatsko-Pokrovskaya,16,transport,11.07,13121000,224300,11.0,owner
S000192,2023-08-07,Metrogorodok,VAO,55.83819,37.76618,83.3,57.3,13.4,3,24,25,2002,monolith,2.5,True,no_renovation,Ulitsa Podbelskogo,Sokolnicheskaya,13,transport,13.05,15034000,180500,15.5,agency
S000193,2022-03-30,Marfino,SVAO,55.84702,37.58659,52.0,31.2,10.4,1,1,22,1969,khrushchev,2.5,False,euro,Pushkinskaya,Tagansko-Krasnopresnenskaya,38,transport,10.57,8293000,159300,22.5,agency
S000194,2022-04-26,Sokolinaya Gora,VAO,55.76374,37.75916,49.6,34.4,10.9,1,1,9,1990,brick,2.8,False,cosmetic,Pervomayskaya,Arbatsko-Pokrovskaya,24,transport,8.73,8105000,163400,12.0,agency
S000195,2022-12-28,Severnoye Medvedkovo,SVAO,55.87058,37.62134,116.9,69.0,17.1,5,2,5,1989,panel,2.7,True,no_renovation,VDNKh,Kaluzhsko-Rizhskaya,32,transport,12.97,12662000,108300,10.0,owner
S000196,2023-02-28,Danilovsky,YuAO,55.70433,37.65788,70.6,40.3,15.1,3,4,17,1951,stalin,3.5,False,cosmetic,Kakhovskaya,Bolshaya Koltsevaya,34,transport,5.98,17837000,252800,10.0,owner
S000197,2020-08-24,Yasenevo,YuZAO,55.61702,37.55969,50.3,32.4,11.3,1,1,5,2011,monolith,2.8,True,cosmetic,Yasenevo,Kaluzhsko-Rizhskaya,4,walk,15.69,9640000,191500,6.75,agency
S000198,2020-03-02,Koptevo,SAO,55.85817,37.53434,87.7,51.6,15.5,4,2,5,1935,stalin,3.0,False,cosmetic,VDNKh,Kaluzhsko-Rizhskaya,40,transport,12.79,10774000,122900,8.5,owner
S000199,2020-07-16,Beskudnikovsky,SAO,55.85114,37.56439,67.1,41.3,11.8,2,13,22,2015,modern_panel,2.7,False,cosmetic,Mayakovskaya,Zamoskvoretskaya,52,transport,11.37,6787000,101200,6.75,agency
S000200,2021-03-08,Krasnoselsky,CAO,55.76918,37.67747,65.9,39.1,11.8,2,4,9,2009,modern_panel,2.5,True,euro,Taganskaya,Koltsevaya,20,transport,3.93,22774000,345800,6.75,owner
S000201,2020-09-25,Nagorny,YuAO,55.68211,37.59154,57.7,36.0,7.6,1,16,17,1965,khrushchev,2.8,True,cosmetic,Nagornaya,Serpukhovsko-Timiryazevskaya,7,walk,8.19,8691000,150700,6.75,agency
S000202,2022-07-09,Bogorodskoye,VAO,55.82827,37.73457,69.4,38.6,12.6,2,2,9,2018,monolith,2.5,False,cosmetic,Ulitsa Podbelskogo,Sokolnicheskaya,15,transport,10.91,14083000,202800,12.0,owner
S000203,2024-05-02,Chertanovo Tsentralnoye,YuAO,55.64129,37.57309,61.0,37.5,10.6,2,2,5,2017,modern_panel,2.5,True,designer,Ulitsa 1905 Goda,Tagansko-Krasnopresnenskaya,65,transport,12.87,13624000,223500,18.5,agency
S000204,2022-10-14,Cheryomushki,YuZAO,55.66904,37.56478,95.5,64.2,13.3,4,5,9,2018,monolith,2.8,True,cosmetic,Novye Cheryomushki,Kaluzhsko-Rizhskaya,5,walk,10.07,28151000,294700,10.0,agency
S000205,2020-05-12,Prospekt Vernadskogo,ZAO,55.67991,37.4905,86.3,51.9,11.9,3,5,12,2003,monolith,2.5,False,designer,Prospekt Vernadskogo,Sokolnicheskaya,13,walk,11.59,29366000,340400,6.75,agency
S000206,2026-04-07,Klyonovskoye,TAO,55.2655,37.47641,64.6,41.3,11.5,2,3,9,1992,panel,3.0,True,euro,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,158,transport,55.06,3450000,53500,19.5,agency
S000207,2020-01-03,Tyoply Stan,YuZAO,55.62611,37.48558,55.0,36.7,7.1,1,1,25,1958,khrushchev,2.7,False,no_renovation,Ugreshskaya,MCC,65,transport,16.54,4303000,78200,8.5,owner
S000208,2025-01-08,Lomonosovsky,YuZAO,55.68344,37.56293,56.6,35.8,12.5,2,17,17,2020,monolith,3.0,False,cosmetic,Universitet,Sokolnicheskaya,11,walk,8.63,19958000,352500,23.5,agency
S000209,2024-09-28,Alekseevsky,SVAO,55.81038,37.665,78.4,45.6,10.9,2,12,22,1983,panel,3.0,True,euro,Park Pobedy,Arbatsko-Pokrovskaya,54,transport,6.86,17661000,225400,18.5,agency
S000210,2026-02-15,Chertanovo Yuzhnoye,YuAO,55.60329,37.57797,87.5,58.8,12.0,2,7,9,2015,modern_panel,3.2,False,designer,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,5,walk,16.96,22989000,262700,19.5,agency
S000211,2023-04-18,Orekhovo-Borisovo Severnoye,YuAO,55.62555,37.68654,95.9,58.2,12.7,3,9,12,1968,panel,3.0,True,no_renovation,Kantemirovskaya,Zamoskvoretskaya,21,transport,14.86,13267000,138400,10.0,owner
S000212,2024-07-04,Novo-Peredelkino,ZAO,55.68035,37.31087,42.5,29.0,11.4,1,14,22,1958,brick,2.7,True,designer,Fili,Filyovskaya,60,transport,21.06,10633000,250500,18.5,owner
S000213,2023-04-14,Molzhaninovsky,SAO,55.9657,37.43858,54.4,34.0,11.0,1,8,17,1965,khrushchev,2.7,False,no_renovation,Ulitsa Podbelskogo,Sokolnicheskaya,103,transport,26.15,4815000,88500,10.0,owner
S000214,2021-02-19,Donskoy,YuAO,55.71714,37.60362,40.3,24.9,8.8,1,7,9,2010,modern_panel,2.8,True,euro,Tulskaya,Serpukhovsko-Timiryazevskaya,13,walk,4.23,11559000,286800,6.75,agency
S000215,2022-06-21,Shchapovskoye,TAO,55.37446,37.52342,63.6,37.7,12.4,2,3,9,1989,panel,2.5,False,euro,Polyanka,Serpukhovsko-Timiryazevskaya,169,transport,42.63,3290000,51800,12.0,agency
S000216,2026-03-30,Sviblovo,SVAO,55.87173,37.64164,95.3,54.5,10.0,4,2,9,1971,brick,2.7,True,euro,Sviblovo,Kaluzhsko-Rizhskaya,9,walk,13.17,26636000,279400,19.5,owner
S000217,2026-02-06,Rostokino,SVAO,55.86027,37.66988,62.3,38.5,9.0,2,6,17,2014,modern_panel,2.8,True,no_renovation,Sviblovo,Kaluzhsko-Rizhskaya,20,transport,12.22,10085000,161800,19.5,agency
S000218,2020-06-18,Perovo,VAO,55.76758,37.81618,78.0,46.1,13.5,3,5,22,1978,panel,2.8,True,cosmetic,Perovo,Kalininskaya,2,walk,12.32,11241000,144200,6.75,owner
S000219,2021-04-14,Orekhovo-Borisovo Yuzhnoye,YuAO,55.62374,37.75898,71.3,40.9,10.8,2,2,5,2005,modern_panel,3.0,True,cosmetic,Kantemirovskaya,Zamoskvoretskaya,26,transport,16.87,8790000,123300,11.0,agency
S000220,2025-05-07,Kosino-Ukhtomsky,VAO,55.71115,37.82005,43.6,29.2,9.4,1,6,9,2007,monolith,2.5,True,no_renovation,Leninsky Prospekt,Kaluzhsko-Rizhskaya,71,transport,13.35,6385000,146400,23.5,owner
S000221,2026-01-09,Ivanovskoye,VAO,55.76244,37.78965,65.6,36.4,6.9,2,4,5,1966,khrushchev,2.7,True,no_renovation,Pechatniki,Lyublinsko-Dmitrovskaya,50,transport,10.61,7294000,111300,19.5,owner
S000222,2024-03-07,Kuntsevo,ZAO,55.73772,37.45743,60.0,39.6,13.6,2,8,22,2014,modern_panel,3.0,False,euro,Pionerskaya,Filyovskaya,23,transport,10.38,17617000,293700,18.5,agency
S000223,2025-05-20,Dorogomilovo,ZAO,55.75708,37.54793,75.7,50.7,7.6,2,6,9,1968,khrushchev,3.0,False,cosmetic,Chistye Prudy,Sokolnicheskaya,27,transport,4.57,25341000,334800,23.5,agency
S000224,2025-01-08,Marfino,SVAO,55.84578,37.58596,55.0,37.3,8.9,1,3,5,1961,khrushchev,3.0,True,cosmetic,Proletarskaya,Tagansko-Krasnopresnenskaya,56,transport,10.45,7861000,143000,23.5,agency
S000225,2022-03-05,Izmaylovo,VAO,55.79496,37.7596,53.9,37.1,10.9,1,12,25,1975,panel,2.7,True,euro,Semyonovskaya,Arbatsko-Pokrovskaya,18,transport,9.81,10692000,198400,22.5,agency
S000226,2022-07-15,Severnoye Butovo,YuZAO,55.57261,37.57802,83.4,52.0,15.9,3,4,5,1959,khrushchev,2.5,False,designer,Yasenevo,Kaluzhsko-Rizhskaya,25,transport,20.34,13810000,165500,12.0,owner
S000227,2022-03-17,Krasnopakhorskoye,TAO,55.43824,37.29645,58.8,35.2,10.4,2,1,9,1966,khrushchev,2.8,False,cosmetic,Kurskaya,Koltsevaya,171,transport,40.59,2720000,46300,22.5,owner
S000228,2020-04-26,Yuzhnoye Medvedkovo,SVAO,55.87996,37.62876,65.4,45.1,13.3,2,3,17,1992,panel,2.5,True,cosmetic,Slavyansky Bulvar,Arbatsko-Pokrovskaya,84,transport,14.03,8001000,122400,6.75,agency
S000229,2023-12-21,Perovo,VAO,55.7466,37.756,61.1,40.2,9.3,2,2,9,2008,modern_panel,2.8,True,euro,Perovo,Kalininskaya,2,walk,8.5,20036000,327900,15.5,owner
S000230,2024-10-23,Sokolinaya Gora,VAO,55.77267,37.75367,56.1,36.2,8.3,1,14,17,2022,modern_panel,2.8,True,cosmetic,Partizanskaya,Arbatsko-Pokrovskaya,17,walk,8.57,11711000,208900,23.5,agency
S000231,2021-05-23,Maryina Roshcha,SVAO,55.79752,37.60872,87.4,57.3,11.4,3,10,12,1958,khrushchev,2.7,False,cosmetic,Rizhskaya,Kaluzhsko-Rizhskaya,22,walk,4.91,13078000,149600,11.0,owner
S000232,2025-03-02,Brateyevo,YuAO,55.64295,37.72713,107.4,59.1,20.0,5,1,5,2008,monolith,3.0,True,cosmetic,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,51,transport,14.02,16635000,154900,23.5,owner
S000233,2020-11-25,Nagatinsky Zaton,YuAO,55.68134,37.68752,63.2,39.7,13.5,2,13,17,2007,monolith,2.5,True,no_renovation,Polezhaevskaya,Tagansko-Krasnopresnenskaya,63,transport,9.09,8597000,136000,6.75,agency
S000234,2022-11-26,Izmaylovo,VAO,55.79677,37.77524,77.5,48.6,13.4,2,20,22,2013,monolith,2.7,True,cosmetic,Partizanskaya,Arbatsko-Pokrovskaya,18,transport,10.77,20294000,261900,10.0,agency
